OBJECTID,COUNTYFP,GEOID,CZ,POPe,HHe,CHILDe,CHILDi,CHILDz,CHILDp,CHILDq,SPHWCe,SPHWCi,SPHWCz,SPHWCp,SPHWCq,ELDERHHe,ELDERHHi,ELDERHHz,ELDERHHp,ELDERHHq,ELDERHHPVe,ELDERHHPVi,ELDERHHPVz,ELDERHHPVp,ELDERHHPVq,PTDe,PTDi,PTDz,PTDp,PTDq,HUNOVELe,HUNOVELi,HUNOVELz,HUNOVELp,HUNOVELq,VACHUe,VACHUi,VACHUz,VACHUp,VACHUq,RENTERe,RENTERi,RENTERz,RENTERp,RENTERq,NONWHITEe,NONWHITEi,NONWHITEz,NONWHITEp,NONWHITEq,GQe,GQi,GQz,GQp,GQq,YEAR20e,YEAR20i,YEAR20z,YEAR20p,YEAR20q,MOBILEe,MOBILEi,MOBILEz,MOBILEp,MOBILEq,POPVe,POPVi,POPVz,POPVp,POPVq,NOHSe,NOHSi,NOHSz,NOHSp,NOHSq,UNEMPe,UNEMPi,UNEMPz,UNEMPp,UNEMPq,SPENWe,SPENWi,SPENWz,SPENWp,SPENWq,RENTBURDN30e,RENTBURDN30i,RENTBURDN30z,RENTBURDN30p,RENTBURDN30q,NOINTNETe,NOINTNETi,NOINTNETz,NOINTNETp,NOINTNETq,MEDHVALe,MEDHVALz,MEDHVALp,MEDHVALq,CHILDCAREr,ELDERCAREr,TRANSNEEDr,SHELTNEEDr,CIVICCAPr,SVIr,CHILDCAREp,ELDERCAREp,TRANSNEEDp,SHELTNEEDp,CIVICCAPp,SVIp,CHILDCAREq,ELDERCAREq,TRANSNEEDq,SHELTNEEDq,CIVICCAPq,SVIq,CHILDCAREc,ELDERCAREc,TRANSNEEDc,SHELTNEEDc,CIVICCAPc,SVIc,Shape__Area,Shape__Length
5257,48339,48339694107,9,3697,1448,146,3.949,-0.808,0.194,2,58,4.006,-0.992,0.155,2,416,28.729,0.571,0.73,4,0,0,-0.782,0,1,0,0,-0.456,0,1,12,0.829,-0.734,0.223,2,197,11.976,0.105,0.645,4,327,8.91,0.106,-1.094,1,324,8.764,-1.718,0.026,1,27,0.73,-0.148,0.771,5,552,33.556,-1.386,0.126,2,324,19.696,1,0.855,4,219,5.959,-0.736,0.257,3,21,0.74,-1.12,0.047,1,1,0.046,-1.215,0.051,1,0,0,-0.802,0,1,58,56.311,0.763,0.79,4,105,7.251,-0.528,0.388,4,326500,0.796,0.861,4,0.175,0.365,0.112,0.227,0.122,0.174,0.101,0.335,0.141,0.259,0.034,0.041,1,2,2,3,1,1,1,3,1,2,1,1,154816748.542969,67845.4428815787
5258,48339,48339692401,9,3018,1087,189,6.262,-0.137,0.485,3,60,5.52,-0.806,0.227,3,330,30.359,0.708,0.77,5,0,0,-0.782,0,1,3,0.224,-0.379,0.561,4,114,10.488,0.799,0.837,5,329,23.234,1.305,0.907,5,1041,34.909,0.567,-0.045,4,409,13.552,-1.548,0.055,1,36,1.193,-0.098,0.804,5,964,68.079,-0.08,0.362,4,461,32.556,2.042,0.943,5,101,3.347,-0.949,0.147,2,158,7.453,-0.643,0.327,3,129,8.776,0.771,0.839,5,29,1.025,-0.685,0.245,2,198,46.919,0.288,0.604,4,189,17.387,0.345,0.69,5,165900,-0.175,0.539,2,0.356,0.385,0.699,0.453,0.525,0.518,0.294,0.358,0.798,0.593,0.548,0.543,3,3,5,5,4,5,2,3,4,4,3,3,12956750.953125,17858.7990722311
5259,48339,48339692402,9,8593,3734,428,4.981,-0.508,0.317,2,60,1.607,-1.286,0.068,1,1066,28.548,0.555,0.724,4,236,6.32,0.91,0.867,5,0,0,-0.456,0,1,239,6.401,0.151,0.694,4,347,8.503,-0.265,0.475,3,3956,46.037,0.713,0.404,5,3408,39.66,-0.62,0.325,4,0,0,-0.226,0,1,888,21.759,-1.832,0.08,1,0,0,-0.596,0,1,424,4.934,-0.819,0.214,2,306,5.169,-0.805,0.236,2,75,1.587,-0.864,0.156,2,173,2.119,-0.56,0.376,3,1102,49.021,0.394,0.648,4,291,7.793,-0.481,0.407,4,248900,0.327,0.755,3,0.193,0.796,0.347,0.214,0.294,0.371,0.117,0.86,0.43,0.242,0.208,0.275,1,5,3,3,2,3,1,5,2,2,2,2,9709977.5390625,16111.1315449739
5260,48339,48339692202,9,4383,1373,68,1.551,-1.504,0.049,1,308,22.433,1.266,0.888,5,369,26.875,0.414,0.676,4,15,1.092,-0.49,0.398,3,0,0,-0.456,0,1,113,8.23,0.441,0.774,5,190,12.156,0.124,0.654,4,641,14.625,0.201,-0.864,3,1563,35.661,-0.762,0.275,3,0,0,-0.226,0,1,1070,68.458,-0.065,0.366,4,579,37.044,2.406,0.962,5,468,10.678,-0.351,0.456,4,585,22.448,0.423,0.719,5,13,0.646,-1.078,0.075,1,114,2.642,-0.501,0.428,3,65,36.313,-0.249,0.378,3,73,5.317,-0.694,0.307,3,186000,-0.053,0.608,2,0.469,0.537,0.387,0.264,0.382,0.426,0.451,0.549,0.489,0.306,0.334,0.375,3,4,3,3,3,4,3,4,2,2,2,2,100445710.605469,65698.0422523517
5261,48339,48339690609,9,4792,1794,231,4.821,-0.555,0.295,2,0,0,-1.483,0,1,547,30.491,0.719,0.774,5,43,2.397,-0.14,0.59,4,29,1.493,0.057,0.749,5,127,7.079,0.258,0.73,5,48,2.606,-0.893,0.148,2,846,17.654,0.257,-0.741,3,701,14.629,-1.51,0.062,1,0,0,-0.226,0,1,1452,78.827,0.327,0.516,5,0,0,-0.596,0,1,148,3.088,-0.97,0.132,2,42,1.352,-1.076,0.072,1,208,9.502,0.936,0.865,5,0,0,-0.802,0,1,130,36.111,-0.26,0.373,3,45,2.508,-0.936,0.179,2,330200,0.819,0.865,4,0.148,0.682,0.74,0.017,0.279,0.378,0.08,0.727,0.83,0.068,0.186,0.286,1,5,5,1,2,3,1,5,4,1,1,2,4154554.45703125,12407.2269736548
5262,48339,48339692007,9,5665,1492,79,1.395,-1.549,0.044,1,69,4.625,-0.916,0.186,2,69,4.625,-1.462,0.06,1,0,0,-0.782,0,1,0,0,-0.456,0,1,0,0,-0.865,0,1,259,14.792,0.405,0.748,5,2020,35.658,0.578,-0.015,4,2531,44.678,-0.442,0.38,4,0,0,-0.226,0,1,1065,60.822,-0.354,0.286,4,0,0,-0.596,0,1,154,2.718,-1,0.116,2,0,0,-1.173,0,1,85,2.721,-0.606,0.288,2,258,4.619,-0.275,0.57,4,353,81.903,2.059,0.979,5,46,3.083,-0.887,0.21,2,180100,-0.089,0.588,2,0.115,0.03,0,0.216,0.267,0.104,0.057,0.048,0,0.245,0.169,0.014,1,1,1,3,2,1,1,1,1,2,1,1,7834074.9375,12621.753989189
5263,48339,48339692201,9,4086,1246,266,6.51,-0.065,0.516,3,295,23.676,1.418,0.908,5,216,17.335,-0.39,0.371,2,33,2.648,-0.073,0.619,4,0,0,-0.456,0,1,17,1.364,-0.649,0.291,3,222,15.123,0.441,0.758,5,1363,33.358,0.544,-0.108,4,1496,36.613,-0.728,0.286,4,0,0,-0.226,0,1,686,46.73,-0.887,0.186,3,735,50.068,3.461,0.986,5,1193,29.197,1.158,0.865,5,590,23.695,0.512,0.741,5,0,0,-1.225,0,1,122,3.194,-0.438,0.477,3,196,44.045,0.142,0.544,4,26,2.087,-0.973,0.156,2,114100,-0.488,0.321,1,0.712,0.495,0.146,0.425,0.344,0.457,0.784,0.496,0.183,0.55,0.274,0.431,5,4,2,5,3,4,4,4,1,3,2,3,45778908.2070312,29698.8994627747
5264,48339,48339693304,9,2355,559,238,10.106,0.979,0.849,5,34,6.082,-0.737,0.256,3,153,27.37,0.456,0.69,4,0,0,-0.782,0,1,0,0,-0.456,0,1,44,7.871,0.384,0.76,5,44,7.297,-0.393,0.408,3,143,6.072,0.068,-1.209,1,1461,62.038,0.176,0.55,5,0,0,-0.226,0,1,71,11.774,-2.21,0.05,1,0,0,-0.596,0,1,67,2.893,-0.986,0.124,2,20,2.381,-1.003,0.122,2,16,1.852,-0.804,0.184,2,39,1.842,-0.592,0.348,3,27,27.273,-0.707,0.221,2,17,3.041,-0.89,0.207,2,247600,0.319,0.753,3,0.553,0.345,0.38,-0.011,0.215,0.304,0.576,0.311,0.479,0.05,0.106,0.169,4,2,3,1,1,2,3,2,2,1,1,1,16248504.7617188,18463.5840408647
5265,48339,48339693104,9,2410,721,204,8.465,0.503,0.728,4,277,38.419,3.225,0.994,5,114,15.811,-0.519,0.323,2,10,1.387,-0.411,0.449,3,0,0,-0.456,0,1,0,0,-0.865,0,1,0,0,-1.171,0,1,839,34.813,0.566,-0.049,4,1753,72.739,0.556,0.647,5,0,0,-0.226,0,1,694,96.255,0.987,0.871,5,134,18.585,0.91,0.843,4,453,18.994,0.326,0.703,5,542,37.302,1.479,0.897,5,115,8.214,0.643,0.808,5,296,13.418,0.729,0.821,5,170,64.151,1.16,0.896,5,97,13.454,0.006,0.583,5,95000,-0.604,0.24,1,0.861,0.386,0,0.431,0.777,0.544,0.928,0.36,0,0.56,0.872,0.584,5,3,1,5,5,5,5,3,1,3,5,3,2610236.98828125,7266.63125993077
5266,48339,48339694208,9,3468,1458,227,6.546,-0.054,0.521,3,27,1.852,-1.256,0.077,1,557,38.203,1.37,0.915,5,67,4.595,0.448,0.786,5,3,0.174,-0.396,0.555,4,3,0.206,-0.832,0.159,2,189,11.475,0.052,0.621,4,259,7.507,0.085,-1.151,1,535,15.427,-1.482,0.068,1,18,0.519,-0.17,0.746,5,978,59.381,-0.409,0.273,3,0,0,-0.596,0,1,237,6.84,-0.664,0.298,3,173,6.45,-0.714,0.288,3,35,1.971,-0.777,0.199,2,109,3.363,-0.418,0.491,3,45,48.387,0.362,0.634,4,164,11.248,-0.184,0.516,4,193800,-0.006,0.633,2,0.299,0.851,0.357,0.122,0.374,0.408,0.222,0.913,0.444,0.142,0.321,0.343,2,5,3,2,3,3,2,5,2,1,2,2,11418691.9257812,15344.5858618847
5267,48339,48339690610,9,6693,2730,315,4.706,-0.588,0.281,2,164,6.007,-0.747,0.251,3,332,12.161,-0.827,0.212,1,18,0.659,-0.606,0.312,3,105,2.888,0.537,0.858,5,76,2.784,-0.423,0.438,3,257,8.604,-0.254,0.48,3,2252,33.738,0.549,-0.093,4,1935,28.911,-1.002,0.203,3,18,0.269,-0.197,0.7,4,682,22.832,-1.792,0.083,1,0,0,-0.596,0,1,363,5.427,-0.779,0.233,3,176,3.489,-0.925,0.171,2,284,6.89,0.342,0.725,4,334,5.237,-0.205,0.602,4,315,27.827,-0.679,0.229,2,292,10.696,-0.231,0.496,4,257400,0.378,0.768,3,0.266,0.262,0.648,0.229,0.499,0.39,0.188,0.231,0.759,0.262,0.512,0.309,2,2,5,3,4,3,1,2,4,2,3,2,13196149.1210938,15726.6078206186
5268,48339,48339692304,9,7624,2736,454,5.955,-0.226,0.448,3,157,5.738,-0.78,0.238,3,799,29.203,0.611,0.743,4,0,0,-0.782,0,1,16,0.444,-0.303,0.599,4,0,0,-0.865,0,1,0,0,-1.171,0,1,385,5.05,0.057,-1.25,1,2989,39.205,-0.636,0.318,4,0,0,-0.226,0,1,844,30.848,-1.488,0.114,2,316,11.55,0.34,0.768,4,89,1.167,-1.126,0.047,1,623,11.315,-0.368,0.462,3,176,4.66,-0.165,0.521,3,204,2.845,-0.477,0.446,3,0,0,-2.088,0,1,266,9.722,-0.315,0.465,4,258900,0.387,0.772,4,0.343,0.372,0.3,0,0.474,0.304,0.278,0.343,0.366,0.057,0.474,0.169,3,3,3,1,4,2,2,3,2,1,3,1,11420934.5,18546.8453311967
5269,48339,48339692101,9,7679,2015,1025,13.348,1.92,0.962,5,266,13.201,0.135,0.61,4,252,12.506,-0.798,0.221,1,49,2.432,-0.131,0.595,4,20,0.542,-0.27,0.615,4,65,3.226,-0.353,0.482,4,122,5.709,-0.563,0.318,3,1089,14.182,0.192,-0.882,2,3876,50.475,-0.235,0.437,5,0,0,-0.226,0,1,593,27.749,-1.606,0.102,2,50,2.34,-0.406,0.598,3,405,5.274,-0.792,0.227,3,109,2.574,-0.99,0.131,2,41,1.078,-0.98,0.107,1,249,3.742,-0.375,0.518,4,143,48.639,0.375,0.641,4,21,1.042,-1.063,0.108,2,195700,0.005,0.639,2,0.786,0.408,0.549,0.114,0.216,0.435,0.862,0.388,0.683,0.136,0.107,0.388,5,3,5,2,1,4,5,3,3,1,1,3,13340304.3476562,23395.9346696611
5270,48339,48339691403,9,4494,2319,403,8.968,0.648,0.771,4,180,7.762,-0.532,0.339,3,73,3.148,-1.587,0.042,1,0,0,-0.782,0,1,30,1.061,-0.092,0.696,4,48,2.07,-0.537,0.371,3,138,5.617,-0.572,0.312,2,3510,78.104,0.917,1.698,5,2484,55.274,-0.065,0.486,5,0,0,-0.226,0,1,908,36.956,-1.257,0.14,2,9,0.366,-0.566,0.459,2,104,2.314,-1.033,0.098,1,81,2.534,-0.992,0.129,2,164,5.363,-0.005,0.593,4,112,2.738,-0.49,0.438,3,1236,62.869,1.095,0.883,5,0,0,-1.152,0,1,231300,0.22,0.717,3,0.555,0.021,0.534,0.456,0.29,0.417,0.579,0.036,0.672,0.597,0.203,0.358,4,1,4,5,2,4,3,1,3,4,2,2,5549636.30078125,10229.3063060027
5271,48339,48339694204,9,5432,1850,697,12.831,1.77,0.952,5,268,14.486,0.292,0.662,5,469,25.351,0.286,0.631,4,52,2.811,-0.03,0.638,4,0,0,-0.456,0,1,130,7.027,0.25,0.728,5,322,14.825,0.409,0.75,5,2510,46.361,0.717,0.417,5,2519,46.373,-0.381,0.396,4,18,0.331,-0.191,0.716,4,1413,65.055,-0.194,0.326,4,1327,61.096,4.355,0.995,5,639,11.84,-0.257,0.5,4,699,17.643,0.082,0.631,4,302,12.099,1.527,0.931,5,439,9.271,0.256,0.738,5,211,28.984,-0.62,0.244,3,330,17.838,0.384,0.702,5,107800,-0.526,0.292,1,0.807,0.635,0.364,0.586,0.751,0.727,0.883,0.669,0.454,0.784,0.846,0.864,5,4,3,5,5,5,5,4,2,4,5,5,33509777.4648438,30718.0658734916
5272,48339,48339693702,9,6961,2946,280,4.022,-0.787,0.202,2,83,2.817,-1.137,0.108,2,568,19.28,-0.226,0.433,3,31,1.052,-0.5,0.391,3,6,0.149,-0.405,0.553,4,41,1.392,-0.644,0.294,3,28,0.941,-1.071,0.086,1,2205,31.759,0.519,-0.172,4,1811,26.016,-1.105,0.172,2,18,0.259,-0.198,0.697,4,550,18.494,-1.956,0.071,1,0,0,-0.596,0,1,227,3.261,-0.956,0.141,2,251,6.149,-0.735,0.276,3,108,2.487,-0.66,0.26,2,73,1.093,-0.677,0.256,2,1011,75.279,1.724,0.962,5,13,0.441,-1.114,0.082,1,343400,0.898,0.88,5,0.155,0.412,0.424,0.142,0.219,0.26,0.086,0.393,0.546,0.163,0.111,0.113,1,3,4,2,2,2,1,3,3,2,1,1,18809494.8945312,19110.4479731978
5273,48339,48339690101,9,4662,1546,217,4.655,-0.603,0.274,2,35,2.264,-1.205,0.09,2,291,18.823,-0.265,0.42,2,0,0,-0.782,0,1,29,1.333,0.002,0.731,4,0,0,-0.865,0,1,33,2.09,-0.948,0.127,1,185,3.968,0.046,-1.294,1,946,20.292,-1.309,0.113,2,0,0,-0.226,0,1,765,48.448,-0.822,0.196,3,126,7.98,0.051,0.717,3,173,3.734,-0.917,0.165,2,408,12.349,-0.295,0.494,4,103,4.32,-0.242,0.482,3,102,2.295,-0.54,0.395,3,35,100,2.975,0.991,5,151,9.767,-0.311,0.467,4,270800,0.459,0.791,4,0.182,0.21,0.366,0.003,0.46,0.252,0.107,0.185,0.456,0.059,0.452,0.105,1,2,3,1,4,2,1,2,2,1,3,1,41806056.4882812,39332.6862066962
5274,48085,48085032013,42,6252,2077,512,8.189,0.423,0.703,5,412,19.836,0.948,0.832,5,152,7.318,-1.235,0.106,1,0,0,-0.782,0,1,42,1.244,-0.029,0.72,4,89,4.285,-0.185,0.57,4,16,0.764,-1.09,0.083,1,3733,59.709,0.829,0.955,5,4815,77.015,0.708,0.688,5,0,0,-0.226,0,1,1317,62.924,-0.275,0.306,3,99,4.73,-0.213,0.661,5,750,11.996,-0.244,0.505,5,749,19.904,0.243,0.676,5,61,1.769,-0.823,0.175,1,748,13.031,0.685,0.814,5,422,33.466,-0.394,0.324,2,57,2.744,-0.916,0.193,3,280300,0.517,0.808,2,0.768,0.053,0.645,0.457,0.465,0.546,0.846,0.073,0.756,0.598,0.459,0.588,5,1,5,5,5,5,5,1,4,4,3,4,7619287.3125,14566.5777500815
5275,48085,48085031654,42,4706,1455,240,5.1,-0.474,0.331,3,194,13.333,0.151,0.616,5,332,22.818,0.072,0.55,5,9,0.619,-0.617,0.304,3,33,1.456,0.044,0.746,4,29,1.993,-0.549,0.361,3,85,5.519,-0.583,0.306,3,86,1.827,0.026,-1.38,1,2132,45.304,-0.419,0.386,3,0,0,-0.226,0,1,992,64.416,-0.218,0.32,3,0,0,-0.596,0,1,51,1.084,-1.133,0.046,1,35,1.142,-1.091,0.065,1,44,1.905,-0.792,0.19,2,53,1.187,-0.667,0.269,2,44,70.968,1.505,0.946,5,0,0,-1.152,0,1,467800,1.651,0.952,5,0.474,0.427,0.554,-0.046,0.131,0.325,0.458,0.411,0.687,0.03,0.038,0.2,4,4,4,1,1,3,3,3,3,1,1,2,2586288.77734375,7347.97676360223
5276,48085,48085031655,42,4325,2044,161,3.723,-0.874,0.175,2,205,10.029,-0.254,0.465,4,365,17.857,-0.346,0.388,4,33,1.614,-0.35,0.483,4,0,0,-0.456,0,1,105,5.137,-0.05,0.62,5,21,1.017,-1.063,0.088,1,1857,42.936,0.677,0.279,4,1621,37.48,-0.698,0.297,2,0,0,-0.226,0,1,2065,100,1.128,0.975,5,27,1.308,-0.49,0.537,5,250,5.873,-0.743,0.251,3,131,4.073,-0.883,0.198,3,198,7.506,0.482,0.765,5,42,1.009,-0.687,0.243,2,360,35.468,-0.292,0.362,2,20,0.978,-1.068,0.104,2,316900,0.738,0.851,3,0.32,0.436,0.31,0.347,0.328,0.345,0.248,0.423,0.38,0.425,0.251,0.231,2,4,2,4,3,3,2,3,2,3,2,2,2884365.91015625,7858.16420682401
5277,48085,48085031807,42,4554,2128,239,5.248,-0.431,0.352,3,50,2.35,-1.195,0.093,1,1010,47.462,2.15,0.978,5,134,6.297,0.904,0.866,5,32,1.382,0.019,0.737,4,142,6.673,0.194,0.709,5,145,6.379,-0.491,0.355,4,1260,27.747,0.45,-0.334,3,797,17.501,-1.408,0.087,1,13,0.285,-0.196,0.705,5,1774,78.047,0.298,0.504,4,0,0,-0.596,0,1,277,6.083,-0.726,0.262,3,115,3.115,-0.951,0.156,3,89,3.608,-0.405,0.401,3,150,3.476,-0.405,0.499,3,418,57.104,0.803,0.803,5,105,4.934,-0.727,0.295,4,269700,0.453,0.789,2,0.223,0.922,0.723,0.226,0.338,0.491,0.145,0.968,0.816,0.258,0.266,0.494,2,5,5,3,3,5,1,5,4,2,2,3,7444401.36328125,11514.5297097729
5278,48085,48085031664,42,3821,1254,76,1.989,-1.377,0.066,1,21,1.675,-1.277,0.071,1,219,17.464,-0.379,0.374,3,51,4.067,0.307,0.751,5,35,1.76,0.149,0.774,5,6,0.478,-0.789,0.177,2,12,0.948,-1.07,0.087,1,190,4.973,0.057,-1.253,1,1938,50.72,-0.227,0.439,4,0,0,-0.226,0,1,1218,96.209,0.985,0.87,5,0,0,-0.596,0,1,154,4.03,-0.893,0.179,3,41,1.641,-1.056,0.084,2,186,8.552,0.72,0.827,5,74,1.976,-0.577,0.361,3,44,78.571,1.89,0.971,5,0,0,-1.152,0,1,448100,1.532,0.945,5,0.069,0.563,0.476,0.046,0.318,0.313,0.036,0.58,0.621,0.087,0.24,0.183,1,5,4,2,3,3,1,4,3,1,2,2,2491314.26953125,6623.98746855291
5279,48201,48201531200,9,3270,1485,254,7.768,0.3,0.661,3,84,5.657,-0.79,0.233,2,302,20.337,-0.137,0.467,4,35,2.357,-0.151,0.586,4,14,0.782,-0.187,0.658,2,109,7.34,0.3,0.741,4,137,8.446,-0.271,0.472,3,1632,49.908,0.755,0.56,4,1521,46.514,-0.376,0.397,2,0,0,-0.226,0,1,1488,91.739,0.816,0.758,4,0,0,-0.596,0,1,364,11.131,-0.314,0.474,3,217,9.053,-0.529,0.387,2,84,4.48,-0.206,0.499,2,152,5.04,-0.227,0.592,3,299,42.837,0.081,0.518,3,183,12.323,-0.091,0.55,4,335000,0.848,0.871,5,0.447,0.527,0.7,0.38,0.507,0.55,0.416,0.535,0.799,0.475,0.524,0.595,2,4,4,3,3,3,2,4,4,3,3,3,2596784.0234375,6598.7647379938
5280,48201,48201342900,9,6569,2330,291,4.43,-0.668,0.245,2,287,12.318,0.027,0.574,3,669,28.712,0.569,0.73,5,78,3.348,0.114,0.69,4,0,0,-0.456,0,1,112,4.807,-0.102,0.604,3,184,7.319,-0.391,0.41,3,1186,18.077,0.265,-0.724,1,2232,33.978,-0.822,0.256,1,8,0.122,-0.213,0.638,4,2050,81.543,0.43,0.562,3,0,0,-0.596,0,1,357,5.476,-0.775,0.235,2,451,10.532,-0.424,0.437,3,160,4.233,-0.262,0.471,2,124,1.975,-0.577,0.361,2,191,53.056,0.598,0.73,4,125,5.365,-0.69,0.309,2,170800,-0.145,0.557,3,0.41,0.71,0.302,0.197,0.395,0.413,0.362,0.761,0.369,0.222,0.351,0.351,2,5,1,2,2,2,2,5,2,2,2,2,7902797.7890625,11932.4004940263
5281,48201,48201312300,9,2084,911,160,7.678,0.274,0.649,3,110,12.075,-0.003,0.562,3,162,17.783,-0.353,0.385,3,71,7.794,1.305,0.909,5,87,9.345,2.756,0.977,5,255,27.991,3.576,0.989,5,277,23.316,1.314,0.908,5,1387,67.363,0.877,1.264,4,1792,85.988,1.027,0.775,3,25,1.2,-0.097,0.804,5,634,53.367,-0.636,0.229,2,5,0.421,-0.562,0.464,4,719,34.954,1.627,0.926,5,184,11.631,-0.346,0.474,3,125,11.693,1.435,0.924,5,72,3.742,-0.375,0.518,2,287,51.899,0.54,0.708,4,225,24.698,0.975,0.832,5,340400,0.88,0.877,5,0.606,0.647,0.983,0.767,0.687,0.81,0.652,0.685,0.993,0.949,0.77,0.946,3,5,5,5,4,5,4,4,5,5,4,5,1878502.1796875,5453.80294577451
5282,48339,48339694304,9,3651,1568,0,0,-1.954,0,1,0,0,-1.483,0,1,813,51.849,2.52,0.988,5,0,0,-0.782,0,1,0,0,-0.456,0,1,0,0,-0.865,0,1,402,20.406,1.004,0.872,5,414,11.339,0.14,-0.996,2,773,21.172,-1.277,0.122,2,0,0,-0.226,0,1,555,28.173,-1.589,0.104,2,33,1.675,-0.46,0.56,3,135,3.698,-0.92,0.163,2,66,2.045,-1.027,0.104,2,201,15.978,2.409,0.974,5,0,0,-0.802,0,1,154,87.006,2.317,0.985,5,0,0,-1.152,0,1,458500,1.595,0.949,5,0,0.494,0,0.118,0.27,0.161,0,0.494,0,0.139,0.173,0.035,1,4,1,2,2,1,1,3,1,1,1,1,22716602.2539062,22820.7225066591
5283,48339,48339693202,9,4695,1739,500,10.65,1.137,0.878,5,15,0.863,-1.377,0.048,1,520,29.902,0.67,0.759,4,29,1.668,-0.336,0.49,4,4,0.183,-0.393,0.556,4,99,5.693,0.038,0.657,4,68,3.763,-0.77,0.206,2,180,3.837,0.045,-1.299,1,708,15.08,-1.494,0.066,1,4,0.085,-0.217,0.618,4,1313,72.662,0.094,0.423,4,0,0,-0.596,0,1,126,2.684,-1.003,0.114,2,57,1.683,-1.053,0.087,1,71,3.132,-0.513,0.339,3,26,0.62,-0.731,0.183,2,0,0,-2.088,0,1,103,5.923,-0.642,0.332,3,244600,0.301,0.747,3,0.463,0.625,0.607,0.018,0.235,0.404,0.44,0.655,0.728,0.069,0.13,0.336,3,4,5,1,2,3,3,4,4,1,1,2,12459960.5,17988.539787739
5284,48339,48339693103,9,3231,993,148,4.581,-0.625,0.264,2,241,24.27,1.491,0.916,5,136,13.696,-0.697,0.257,2,7,0.705,-0.593,0.322,3,20,1.355,0.01,0.733,4,153,15.408,1.58,0.925,5,109,9.891,-0.117,0.544,4,1708,52.978,0.782,0.684,5,3002,92.912,1.273,0.865,5,7,0.217,-0.203,0.681,4,1006,91.289,0.799,0.749,5,80,7.26,-0.008,0.707,3,888,27.501,1.019,0.844,5,968,49.162,2.323,0.969,5,31,2.031,-0.763,0.207,2,560,18.164,1.27,0.885,5,342,55.25,0.709,0.773,4,215,21.652,0.712,0.783,5,78500,-0.704,0.158,1,0.59,0.29,0.829,0.725,0.711,0.701,0.63,0.255,0.898,0.923,0.8,0.827,4,2,5,5,5,5,4,2,5,5,4,4,3752878.2890625,8389.07798093751
5285,48339,48339690701,9,6017,2913,193,3.208,-1.023,0.13,1,97,3.33,-1.075,0.125,2,1103,37.865,1.341,0.91,5,118,4.051,0.303,0.749,5,0,0,-0.456,0,1,104,3.57,-0.299,0.512,4,579,16.581,0.596,0.8,5,3862,65.48,0.865,1.188,5,2041,33.921,-0.824,0.256,3,119,1.978,-0.013,0.853,5,532,15.235,-2.079,0.061,1,26,0.745,-0.535,0.495,2,548,9.291,-0.464,0.404,4,504,10.19,-0.448,0.427,3,139,5.022,-0.083,0.555,4,184,3.159,-0.442,0.474,3,648,34.652,-0.333,0.346,3,22,0.755,-1.087,0.095,2,298000,0.624,0.834,4,0.128,0.83,0.256,0.58,0.388,0.477,0.066,0.894,0.308,0.778,0.341,0.468,1,5,3,5,3,4,1,5,2,4,2,3,14068900.8671875,17683.8760225389
5286,48339,48339691402,9,3245,1828,125,3.852,-0.836,0.185,2,36,1.969,-1.241,0.082,1,223,12.199,-0.823,0.213,1,0,0,-0.782,0,1,9,0.432,-0.308,0.597,4,0,0,-0.865,0,1,257,12.326,0.143,0.662,4,2055,63.328,0.853,1.101,5,1281,39.476,-0.627,0.323,4,0,0,-0.226,0,1,624,29.928,-1.523,0.11,2,0,0,-0.596,0,1,217,6.687,-0.676,0.291,3,31,1.215,-1.086,0.066,1,140,6.119,0.167,0.661,4,9,0.288,-0.769,0.13,2,585,43.722,0.126,0.536,4,42,2.298,-0.954,0.167,2,726600,3.216,0.986,5,0.134,0.107,0.299,0.355,0.256,0.229,0.07,0.118,0.365,0.436,0.155,0.08,1,1,3,4,2,1,1,1,2,3,1,1,10120787.6445312,16184.459631042
5287,48339,48339693503,9,2278,954,117,5.136,-0.463,0.337,3,89,9.329,-0.34,0.426,4,71,7.442,-1.225,0.108,1,0,0,-0.782,0,1,31,2.486,0.398,0.832,5,28,2.935,-0.399,0.452,4,176,15.575,0.489,0.776,5,1629,73.511,0.902,1.512,5,832,36.523,-0.732,0.285,3,62,2.722,0.067,0.887,5,838,74.159,0.151,0.443,4,65,5.752,-0.13,0.681,3,520,23.297,0.677,0.788,5,604,37.632,1.503,0.9,5,34,2.654,-0.621,0.281,2,201,9.301,0.259,0.739,5,285,41.185,-0.003,0.478,3,127,13.312,-0.006,0.579,5,114100,-0.488,0.321,1,0.382,0.054,0.642,0.767,0.625,0.558,0.328,0.074,0.753,0.949,0.687,0.606,3,1,5,5,5,5,2,1,4,5,4,3,3510562.92578125,8439.54988347228
